,attendance_rate,participation_rate
1390,0.74,0.0
1391,0.65,0.0
1392,0.61,1.87
1393,0.87,2.13
1394,0.52,1.3
1395,0.91,1.83
1396,0.61,2.48
1397,0.83,1.26
1398,1.0,1.61
1399,0.17,2.57
1400,0.39,1.57
1401,0.74,1.87
1402,0.96,0.83
1403,0.57,0.3
1404,0.7,0.04
1405,0.91,1.52
1406,0.7,2.35
1407,1.0,2.39
1408,0.91,0.87
1409,0.61,1.7
1410,1.0,1.09
1411,0.7,0.78
1412,1.0,0.61
1413,1.0,0.0
1414,0.7,0.0
1415,0.43,0.39
1416,0.91,1.39
1417,0.65,1.52
1418,0.78,0.0
1419,0.96,0.0
1420,0.57,0.35
1421,0.91,1.26
1422,0.78,2.7
1423,0.83,0.0
1424,0.04,0.0
1425,0.91,0.52
1426,,0.0
1427,,0.0
1428,0.96,1.87
1429,0.83,1.96
1430,0.7,0.39
1431,0.43,2.17
1432,0.74,0.0
1433,0.65,0.0
1434,0.87,1.96
1435,0.7,1.04
1436,1.0,1.39
1437,0.91,0.43
1438,1.0,2.22
1439,0.61,0.0
1440,0.7,1.3
1441,0.91,0.57
1442,0.96,0.0
1443,0.87,0.0
1444,1.0,2.52
1445,0.7,2.17
1446,0.57,1.96
1447,0.61,1.17
1448,,0.0
1449,0.12,0.0
1450,0.08,0.0
1451,0.08,0.0
1452,0.08,0.0
1453,0.08,0.0
1454,0.08,0.0
1455,0.08,0.0
1456,0.08,0.0
1457,0.08,0.0
1458,0.04,0.0
1459,0.04,0.0
1460,,0.0
1461,,0.0
1462,,0.0
1463,,0.0
1464,,0.0
1465,0.81,0.0
1466,0.92,0.0
1467,1.0,0.0
1468,0.92,0.0
1469,1.0,0.0
1470,1.0,0.0
1471,0.92,0.0
1472,1.0,0.0
1473,1.0,0.0
1474,1.0,0.0
1475,0.85,0.0
1476,1.0,0.0
1477,0.96,0.0
1478,,0.0
1479,,0.0
1480,,0.0
1481,0.92,0.0
1482,0.23,0.0
1483,,0.0
1484,,0.0
1485,,0.0
1486,0.92,0.0
1487,0.96,0.0
1488,0.81,0.0
1489,,0.0
1490,0.92,0.0
1491,0.92,0.0
1492,0.58,0.0
1493,1.0,0.0
1494,0.77,0.0
1495,1.0,0.0
1496,0.85,0.0
1497,0.92,0.0
1498,0.58,0.0
1499,0.92,0.0
1500,0.77,0.0
1501,0.96,0.0
1502,1.0,0.0
1503,0.92,0.0
1504,0.04,0.0
1505,0.88,0.0
1506,0.65,0.0
1507,0.69,0.0
1508,1.0,0.0
1509,0.96,0.0
1510,0.58,0.0
1511,1.0,0.0
1512,0.77,0.0
1513,1.0,0.0
1514,0.27,0.0
1515,0.65,0.0
1516,0.92,0.0
1517,0.54,0.0
1518,0.62,0.0
1519,0.96,0.0
1520,0.96,0.0
1521,0.88,0.0
1522,0.96,0.0
1523,0.81,0.0
1524,0.92,0.0
1525,0.35,0.0
1526,0.19,0.0
1527,0.88,0.0
1528,0.92,0.0
1529,1.0,0.0
1530,0.88,0.0
1531,,0.0
1532,1.0,0.0
1533,0.81,0.0
1534,0.58,0.0
1535,0.88,0.0
1536,0.92,0.0
1537,0.96,0.0
1538,0.69,0.0
1539,0.85,0.0
1540,0.88,0.0
1541,0.88,0.0
1542,0.73,0.0
1543,0.58,0.0
1544,0.77,0.0
1545,0.92,0.0
1546,0.77,0.0
1547,0.62,0.0
1548,0.96,0.0
1549,0.85,0.0
1550,0.81,0.0
1551,0.08,0.0
1552,0.77,0.0
1553,0.77,0.0
1554,0.77,0.0
1555,0.92,0.0
1556,1.0,0.0
1557,0.96,0.0
1558,0.85,0.0
1559,0.62,0.0
1560,0.92,0.0
1561,0.15,0.0
1562,0.42,0.0
1563,0.69,0.0
1564,1.0,0.0
1565,0.77,0.0
1566,0.96,0.0
1567,1.0,0.0
1568,0.96,0.0
1569,0.96,0.0
1570,0.92,0.0
1571,0.35,0.0
1572,0.81,0.0
1573,1.0,0.0
1574,1.0,0.0
1575,0.96,0.0
1576,0.88,0.0
1577,0.92,0.0
1578,0.92,0.0
1579,0.88,0.0
1580,0.12,0.0
1581,1.0,0.0
1582,1.0,0.0
1583,0.96,0.0
1584,0.96,0.0
1585,0.38,0.0
1586,0.27,0.0
1587,0.08,0.0
1588,0.88,0.0
1589,0.27,0.0
1590,0.77,0.0
1591,0.92,0.0
1592,0.88,0.0
1593,0.92,0.0
1594,0.46,0.0
1595,0.5,0.0
1596,0.19,0.0
1597,0.85,0.0
1598,0.85,0.0
1599,0.38,0.0
1600,0.88,0.0
1601,0.96,0.0
1602,0.58,0.0
1603,1.0,0.0
1604,0.88,0.0
1605,0.88,0.0
1606,0.42,0.0
1607,1.0,0.0
1608,0.69,0.0
1609,0.88,0.0
1610,0.69,0.0
1611,1.0,0.0
1612,0.96,0.0
1613,0.88,0.0
1614,0.31,0.0
1615,0.69,0.0
1616,0.38,0.0
1617,0.92,0.0
1618,0.54,0.0
1619,0.54,0.0
1620,0.96,0.0
1621,0.69,0.0
1622,0.77,0.0
1623,0.88,0.0
1624,0.19,0.0
1625,0.23,0.0
1626,0.73,0.0
1627,0.92,0.0
1628,0.88,0.0
1629,0.85,0.0
1630,0.88,0.0
1631,0.92,0.0
1632,0.88,0.0
1633,0.73,0.0
1634,0.88,0.0
1635,0.73,0.0
1636,0.85,0.0
1637,0.85,0.0
1638,0.65,0.0
1639,0.92,0.0
1640,0.92,0.0
1641,1.0,0.0
1642,1.0,0.0
1643,0.96,0.0
1644,0.85,0.0
1645,0.5,0.0
1646,0.92,0.0
1647,0.54,0.0
1648,0.85,0.0
1649,0.73,0.0
1650,0.81,0.0
1651,0.96,0.0
1652,0.77,0.0
1653,0.69,0.0
1654,0.5,0.0
1655,0.96,0.0
1656,0.42,0.0
1657,1.0,0.0
1658,0.73,0.0
1659,0.65,0.0
1660,1.0,0.0
1661,1.0,0.0
1662,0.92,0.0
1663,0.96,0.0
1664,0.92,0.0
1665,0.81,0.0
1666,0.88,0.0
1667,,0.0
1668,,0.0
1669,1.0,0.0
1670,0.96,0.0
1671,0.92,0.0
1672,0.77,0.0
1673,0.46,0.0
1674,0.62,0.0
1675,0.88,0.0
1676,0.81,0.0
1677,0.42,0.0
1678,1.0,0.0
1679,1.0,0.0
1680,0.92,0.0
1681,1.0,0.0
1682,1.0,0.0
1683,1.0,0.0
1684,0.92,0.0
1685,0.96,0.0
1686,0.81,0.0
1687,0.46,0.0
1688,,0.0
1689,,0.0
1690,,0.0
1691,,0.0
1692,,0.0
1693,,0.0
1694,0.57,0.0
1695,0.83,0.0
1696,0.57,0.0
1697,0.65,0.0
1698,1.0,0.0
1699,0.7,0.04
1700,0.87,0.09
1701,0.91,0.0
1702,0.43,0.09
1703,1.0,0.04
1704,0.96,0.3
1705,1.0,0.0
1706,1.0,0.17
1707,0.91,0.0
1708,0.78,0.0
1709,0.83,0.0
1710,1.0,0.04
1711,,0.0
1712,,0.0
1713,,0.0
1714,0.78,0.0
1715,,0.0
1716,,0.0
1717,,0.0
1718,0.61,0.0
1719,1.0,0.04
1720,0.96,0.0
1721,,0.0
1722,0.87,0.09
1723,0.61,0.22
1724,0.87,0.04
1725,0.91,0.0
1726,0.39,0.09
1727,0.96,0.0
1728,0.96,0.0
1729,0.74,0.22
1730,0.7,0.0
1731,0.7,0.0
1732,0.91,0.17
1733,0.7,0.04
1734,0.52,0.17
1735,0.91,0.0
1736,0.74,0.0
1737,0.13,0.0
1738,0.74,0.0
1739,0.57,0.0
1740,0.65,0.0
1741,1.0,0.0
1742,0.43,0.0
1743,0.91,0.0
1744,0.91,0.0
1745,0.65,0.04
1746,1.0,0.22
1747,0.39,0.13
1748,0.78,0.0
1749,0.96,0.26
1750,0.39,0.0
1751,0.7,0.0
1752,1.0,0.04
1753,0.91,0.04
1754,0.3,0.0
1755,0.43,0.0
1756,0.57,0.13
1757,0.91,0.04
1758,0.09,0.0
1759,0.3,0.09
1760,0.91,0.0
1761,1.0,0.04
1762,0.87,0.13
1763,0.83,0.17
1764,,0.0
1765,0.91,0.0
1766,0.96,0.13
1767,0.26,0.0
1768,0.96,0.0
1769,0.87,0.04
1770,0.78,0.04
1771,0.78,0.0
1772,0.87,0.0
1773,0.96,0.17
1774,0.3,0.0
1775,0.61,0.13
1776,0.83,0.17
1777,0.83,0.04
1778,0.83,0.0
1779,0.87,0.0
1780,0.74,0.0
1781,0.43,0.17
1782,0.57,0.0
1783,0.26,0.0
1784,0.52,0.0
1785,0.91,0.0
1786,1.0,0.0
1787,0.96,0.39
1788,0.96,0.0
1789,0.39,0.04
1790,0.65,0.0
1791,0.96,0.0
1792,0.87,0.0
1793,0.22,0.0
1794,0.96,0.0
1795,0.74,0.17
1796,0.7,0.0
1797,0.65,0.0
1798,0.83,0.0
1799,0.87,0.0
1800,0.96,0.43
1801,0.7,0.0
1802,0.43,0.04
1803,0.78,0.0
1804,1.0,0.0
1805,0.26,0.0
1806,0.65,0.13
1807,0.3,0.0
1808,0.91,0.04
1809,0.74,0.26
1810,0.83,0.0
1811,0.96,0.04
1812,0.87,0.0
1813,0.78,0.04
1814,0.04,0.0
1815,0.57,0.0
1816,0.91,0.17
1817,0.22,0.0
1818,0.74,0.04
1819,0.83,0.0
1820,0.52,0.13
1821,0.26,0.0
1822,0.43,0.0
1823,0.61,0.04
1824,0.39,0.04
1825,0.83,0.0
1826,0.91,0.13
1827,0.7,0.04
1828,0.7,0.0
1829,0.96,0.0
1830,0.13,0.0
1831,0.91,0.0
1832,0.61,0.04
1833,0.7,0.0
1834,0.48,0.0
1835,0.39,0.17
1836,0.78,0.13
1837,0.57,0.04
1838,0.04,0.0
1839,0.65,0.0
1840,0.7,0.17
1841,0.91,0.0
1842,0.74,0.0
1843,0.91,0.0
1844,0.3,0.04
1845,0.43,0.17
1846,0.48,0.0
1847,0.87,0.0
1848,0.3,0.0
1849,0.91,0.0
1850,0.39,0.0
1851,0.26,0.0
1852,0.78,0.04
1853,0.7,0.09
1854,0.61,0.0
1855,0.91,0.04
1856,0.96,0.13
1857,1.0,0.0
1858,0.87,0.13
1859,0.61,0.0
1860,0.26,0.0
1861,0.78,0.0
1862,0.61,0.09
1863,0.3,0.04
1864,0.7,0.0
1865,0.87,0.17
1866,0.39,0.0
1867,0.87,0.17
1868,0.96,0.0
1869,0.39,0.09
1870,0.48,0.04
1871,0.39,0.22
1872,0.83,0.22
1873,0.43,0.0
1874,0.65,0.09
1875,0.43,0.22
1876,0.87,0.0
1877,0.65,0.0
1878,1.0,0.0
1879,0.78,0.13
1880,0.48,0.17
1881,0.91,0.09
1882,0.39,0.0
1883,0.26,0.17
1884,0.13,0.04
1885,0.91,0.09
1886,0.39,0.04
1887,0.74,0.0
1888,0.43,0.0
1889,1.0,0.0
1890,0.39,0.04
1891,0.87,0.22
1892,0.26,0.0
1893,1.0,0.04
1894,0.87,0.0
1895,1.0,0.13
1896,0.65,0.09
1897,0.35,0.13
1898,0.83,0.0
1899,0.83,0.04
1900,,0.0
1901,,0.0
1902,0.39,0.0
1903,0.87,0.13
1904,0.91,0.13
1905,0.43,0.13
1906,0.7,0.0
1907,0.83,0.09
1908,0.7,0.04
1909,0.74,0.0
1910,1.0,0.09
1911,0.3,0.04
1912,0.87,0.09
1913,0.83,0.0
1914,0.96,0.13
1915,0.48,0.13
1916,0.48,0.0
1917,0.43,0.04
1918,,0.0
1919,,0.0
1920,,0.0
1921,,0.0
1922,,0.0
1923,0.71,0.0
1924,0.93,0.57
1925,0.93,0.07
1926,0.64,0.0
1927,,0.0
1928,1.0,0.0
1929,0.86,1.0
1930,0.71,0.29
1931,0.93,0.0
1932,0.79,1.14
1933,1.0,1.21
1934,1.0,0.0
1935,0.57,0.14
1936,0.93,0.0
1937,1.0,1.43
1938,1.0,0.0
1939,1.0,1.93
1940,,0.0
1941,,0.0
1942,,0.0
1943,0.93,0.0
1944,,0.0
1945,,0.0
1946,,0.0
1947,0.79,0.0
1948,1.0,0.21
1949,0.57,0.07
1950,1.0,0.0
1951,0.43,2.0
1952,0.93,0.93
1953,,0.0
1954,0.79,0.79
1955,0.86,0.0
1956,1.0,0.0
1957,1.0,0.0
1958,1.0,0.0
1959,0.93,0.0
1960,1.0,0.36
1961,0.64,0.21
1962,0.86,1.71
1963,0.93,0.0
1964,0.5,0.36
1965,1.0,0.0
1966,0.79,0.0
1967,0.79,0.0
1968,1.0,0.0
1969,0.93,0.0
1970,0.93,0.57
1971,1.0,2.0
1972,0.43,0.0
1973,0.64,0.43
1974,0.71,0.71
1975,0.93,0.21
1976,1.0,2.14
1977,1.0,0.0
1978,0.5,0.0
1979,1.0,1.29
1980,1.0,2.14
1981,1.0,0.21
1982,1.0,0.07
1983,1.0,0.86
1984,0.93,0.29
1985,0.79,0.0
1986,0.71,0.0
1987,0.79,0.0
1988,1.0,1.64
1989,0.93,1.43
1990,,0.0
1991,1.0,0.0
1992,0.64,1.5
1993,0.86,0.64
1994,0.86,0.64
1995,0.86,0.64
1996,0.86,0.64
1997,0.93,1.14
1998,0.79,0.0
1999,0.93,1.86
2000,0.93,0.0
2001,0.86,0.43
2002,0.79,0.0
2003,0.64,0.07
2004,0.93,0.57
2005,0.5,1.0
2006,0.5,1.79
2007,0.79,0.0
2008,0.86,0.21
2009,0.93,0.0
2010,1.0,0.64
2011,0.57,0.0
2012,0.5,0.0
2013,0.93,0.0
2014,0.21,0.64
2015,1.0,1.43
2016,0.57,2.07
2017,1.0,1.64
2018,0.64,2.0
2019,0.93,0.0
2020,0.86,0.0
2021,0.86,0.0
2022,0.21,0.0
2023,0.36,1.5
2024,0.71,0.0
2025,1.0,0.21
2026,0.86,1.93
2027,0.86,0.0
2028,0.29,1.36
2029,1.0,1.57
2030,1.0,0.86
2031,1.0,0.0
2032,1.0,2.29
2033,0.36,0.0
2034,0.86,1.79
2035,0.79,0.0
2036,0.86,0.43
2037,1.0,1.43
2038,0.71,0.0
2039,0.93,0.93
2040,0.64,0.0
2041,0.71,0.0
2042,1.0,0.0
2043,1.0,0.0
2044,0.71,0.64
2045,0.64,0.0
2046,0.5,0.0
2047,0.5,0.0
2048,1.0,0.0
2049,0.79,0.0
2050,0.93,0.71
2051,0.64,1.79
2052,0.86,1.71
2053,1.0,0.0
2054,0.71,0.0
2055,1.0,2.0
2056,1.0,0.0
2057,0.79,1.86
2058,0.57,1.86
2059,0.64,0.0
2060,0.5,0.0
2061,0.79,0.0
2062,0.86,0.0
2063,1.0,0.07
2064,0.29,1.36
2065,0.64,1.93
2066,0.14,0.0
2067,0.5,1.71
2068,0.36,0.0
2069,0.43,0.0
2070,0.71,0.0
2071,1.0,1.93
2072,1.0,0.0
2073,1.0,0.14
2074,1.0,1.36
2075,0.71,1.5
2076,1.0,0.0
2077,0.57,0.14
2078,1.0,0.0
2079,0.71,0.0
2080,0.29,0.0
2081,1.0,0.43
2082,0.64,0.14
2083,1.0,0.5
2084,1.0,0.0
2085,0.64,1.43
2086,0.93,0.0
2087,0.93,0.0
2088,0.64,1.71
2089,0.71,0.93
2090,0.07,0.0
2091,0.93,0.0
2092,0.93,0.0
2093,0.64,0.0
2094,0.29,0.0
2095,0.93,1.64
2096,0.29,0.93
2097,1.0,2.07
2098,1.0,1.93
2099,0.93,0.0
2100,0.93,1.43
2101,0.79,1.86
2102,0.64,2.0
2103,0.79,1.5
2104,0.79,1.43
2105,0.79,0.0
2106,1.0,0.0
2107,0.93,1.36
2108,1.0,1.86
2109,0.43,1.5
2110,1.0,1.07
2111,0.29,0.0
2112,0.93,2.0
2113,0.93,0.29
2114,0.79,0.0
2115,0.5,1.79
2116,1.0,2.14
2117,0.71,1.29
2118,0.79,1.36
2119,0.93,0.0
2120,1.0,2.0
2121,0.93,0.0
2122,0.86,1.36
2123,0.5,1.64
2124,1.0,0.0
2125,0.64,1.5
2126,0.79,2.0
2127,0.93,0.86
2128,0.93,2.07
2129,0.79,1.07
2130,,0.0
2131,,0.0
2132,1.0,1.57
2133,0.79,1.5
2134,0.93,1.0
2135,0.43,1.07
2136,1.0,0.36
2137,0.86,0.0
2138,1.0,1.93
2139,0.93,0.93
2140,0.93,1.21
2141,0.86,0.0
2142,1.0,1.79
2143,0.71,0.0
2144,1.0,1.86
2145,1.0,1.43
2146,1.0,0.07
2147,0.86,1.79
2148,1.0,1.79
2149,1.0,1.86
2150,0.64,1.93
2151,0.71,1.36
2152,,0.0
2153,,0.0
2154,0.95,0.0
2155,,0.0
2156,,0.0
2157,0.9,0.0
2158,1.0,0.0
2159,0.95,0.0
2160,,0.0
2161,1.0,0.0
2162,0.55,0.15
2163,0.95,0.15
2164,0.95,0.0
2165,0.9,1.05
2166,0.5,0.0
2167,1.0,0.2
2168,1.0,0.85
2169,0.8,0.0
2170,0.75,1.75
2171,0.6,0.0
2172,0.85,1.75
2173,,0.0
2174,,0.0
2175,,0.0
2176,0.9,0.0
2177,,0.0
2178,,0.0
2179,,0.0
2180,0.45,0.0
2181,,0.0
2182,0.9,0.0
2183,1.0,0.0
2184,0.65,2.0
2185,0.85,0.2
2186,,0.0
2187,0.8,0.35
2188,0.75,0.5
2189,0.75,0.0
2190,0.65,0.0
2191,0.95,0.0
2192,0.8,1.7
2193,1.0,0.0
2194,0.95,1.0
2195,0.8,1.7
2196,0.55,1.7
2197,0.55,2.1
2198,1.0,0.6
2199,0.5,0.0
2200,0.95,0.0
2201,1.0,0.0
2202,0.7,0.0
2203,1.0,0.9
2204,1.0,2.05
2205,0.9,0.4
2206,0.95,1.8
2207,0.45,0.0
2208,0.75,0.4
2209,1.0,1.1
2210,0.85,0.55
2211,1.0,2.1
2212,0.65,0.0
2213,0.7,0.0
2214,1.0,1.95
2215,1.0,0.85
2216,0.95,1.65
2217,1.0,1.9
2218,0.55,0.8
2219,0.85,0.0
2220,0.9,0.2
2221,0.05,0.0
2222,1.0,1.5
2223,0.35,0.0
2224,,0.0
2225,0.85,0.0
2226,0.85,1.4
2227,0.6,1.2
2228,1.0,0.0
2229,0.6,1.35
2230,0.85,0.0
2231,0.6,1.45
2232,1.0,0.0
2233,0.75,0.0
2234,0.65,0.0
2235,0.8,1.35
2236,0.85,0.0
2237,1.0,1.8
2238,1.0,1.65
2239,0.65,0.25
2240,1.0,1.8
2241,1.0,0.6
2242,0.55,0.0
2243,0.05,0.0
2244,0.9,0.0
2245,0.35,0.0
2246,0.85,0.0
2247,0.25,0.7
2248,0.75,1.85
2249,0.25,2.2
2250,0.95,2.0
2251,0.6,1.95
2252,0.4,0.0
2253,0.65,0.0
2254,1.0,0.0
2255,0.95,0.65
2256,0.45,0.0
2257,0.25,0.0
2258,0.15,0.0
2259,0.75,1.8
2260,0.8,0.15
2261,0.75,0.0
2262,0.9,1.0
2263,0.95,1.05
2264,1.0,0.0
2265,0.75,1.75
2266,0.9,0.0
2267,0.85,0.85
2268,0.6,0.0
2269,0.95,0.0
2270,0.9,1.55
2271,0.9,1.55
2272,0.9,1.55
2273,0.9,1.55
2274,1.0,0.0
2275,0.9,0.0
2276,1.0,0.6
2277,0.85,0.0
2278,0.95,0.0
2279,0.95,0.0
2280,0.95,1.45
2281,0.8,0.35
2282,1.0,1.65
2283,0.95,0.25
2284,0.95,0.0
2285,1.0,0.1
2286,1.0,0.0
2287,0.9,0.4
2288,0.95,1.25
2289,0.9,1.5
2290,0.9,0.0
2291,1.0,0.0
2292,1.0,0.0
2293,0.6,1.75
2294,0.65,0.0
2295,0.6,0.1
2296,0.9,1.9
2297,1.0,1.15
2298,0.65,0.55
2299,0.65,1.85
2300,1.0,0.0
2301,1.0,0.0
2302,0.65,0.0
2303,1.0,2.15
2304,0.65,1.6
2305,0.3,1.6
2306,0.35,0.0
2307,0.9,0.0
2308,0.9,2.1
2309,1.0,1.55
2310,1.0,0.1
2311,1.0,1.45
2312,1.0,0.25
2313,0.75,0.5
2314,0.95,1.45
2315,1.0,1.9
2316,1.0,1.3
2317,1.0,0.0
2318,1.0,1.6
2319,1.0,0.4
2320,1.0,0.0
2321,1.0,0.0
2322,1.0,1.55
2323,0.75,0.9
2324,1.0,0.0
2325,0.85,0.25
2326,0.95,1.75
2327,1.0,0.15
2328,0.75,1.9
2329,0.95,0.0
2330,0.8,0.0
2331,0.85,0.0
2332,0.85,0.25
2333,0.05,0.0
2334,0.85,0.95
2335,0.95,0.0
2336,0.85,0.3
2337,0.9,0.4
2338,0.75,1.1
2339,0.6,0.7
2340,0.5,1.9
2341,0.9,1.1
2342,1.0,0.85
2343,0.25,1.35
2344,0.65,2.1
2345,0.55,2.25
2346,0.85,1.65
2347,0.9,0.35
2348,0.8,0.0
2349,0.7,1.6
2350,0.95,1.8
2351,0.9,1.8
2352,0.1,0.0
2353,0.9,0.95
2354,0.9,1.75
2355,0.85,1.75
2356,0.85,0.4
2357,0.9,0.15
2358,0.95,0.0
2359,1.0,0.15
2360,0.45,1.3
2361,0.9,0.45
2362,0.95,0.6
2363,1.0,2.0
2364,0.9,1.15
2365,0.9,0.0
2366,0.25,1.6
2367,0.65,1.75
2368,0.7,0.0
2369,0.85,0.65
2370,0.8,1.4
2371,0.65,1.0
2372,1.0,0.0
2373,0.4,0.65
2374,,0.0
2375,,0.0
2376,1.0,1.55
2377,0.8,1.5
2378,1.0,0.9
2379,0.85,0.8
2380,0.95,1.6
2381,0.75,1.95
2382,0.9,1.95
2383,0.15,1.7
2384,0.6,1.7
2385,0.25,1.6
2386,0.1,0.5
2387,0.75,2.2
2388,0.65,0.15
2389,0.85,1.55
2390,0.95,0.65
2391,0.95,1.3
2392,1.0,1.6
2393,0.25,0.0
2394,0.2,0.0
2395,,0.0
2396,,0.0
2397,,0.0
2398,,0.0
2399,,0.0
2400,,0.0
2401,1.0,0.0
2402,0.96,0.0
2403,1.0,0.0
2404,1.0,0.0
2405,0.74,0.35
2406,1.0,0.61
2407,0.96,0.0
2408,0.87,0.52
2409,0.96,1.26
2410,1.0,0.0
2411,0.96,0.0
2412,0.96,0.74
2413,0.87,0.39
2414,1.0,0.43
2415,0.7,0.0
2416,0.96,0.0
2417,,0.0
2418,,0.0
2419,,0.0
2420,0.91,0.0
2421,,0.0
2422,,0.0
2423,,0.0
2424,0.61,0.0
2425,1.0,0.35
2426,1.0,0.0
2427,,0.0
2428,0.74,0.0
2429,0.52,1.26
2430,0.74,0.83
2431,0.48,0.57
2432,0.96,0.78
2433,0.78,0.0
2434,0.65,1.61
2435,1.0,0.87
2436,1.0,0.04
2437,0.83,0.0
2438,0.57,0.52
2439,0.91,1.57
2440,0.96,0.48
2441,0.87,0.04
2442,0.52,0.0
2443,0.91,0.13
2444,0.74,0.0
2445,0.61,0.0
2446,1.0,0.0
2447,0.91,0.0
2448,0.83,0.65
2449,1.0,0.91
2450,0.74,0.0
2451,0.96,0.04
2452,0.91,0.0
2453,1.0,0.0
2454,1.0,1.48
2455,0.83,0.0
2456,0.78,0.0
2457,0.83,0.39
2458,1.0,1.48
2459,0.74,0.48
2460,0.96,0.0
2461,1.0,0.61
2462,0.83,1.48
2463,0.43,0.04
2464,0.22,0.0
2465,0.52,0.0
2466,1.0,1.0
2467,0.96,0.96
2468,,0.0
2469,0.83,0.0
2470,0.91,1.22
2471,0.96,1.3
2472,0.96,1.3
2473,0.96,1.3
2474,0.96,1.3
2475,0.78,0.91
2476,1.0,0.0
2477,0.3,0.83
2478,0.35,1.22
2479,0.52,0.0
2480,1.0,0.0
2481,1.0,0.57
2482,0.74,0.43
2483,0.57,0.87
2484,0.87,1.22
2485,1.0,0.0
2486,0.52,0.09
2487,0.87,0.48
2488,1.0,0.0
2489,0.78,1.57
2490,0.83,0.09
2491,0.96,0.17
2492,0.57,0.0
2493,0.87,0.0
2494,0.87,0.0
2495,0.39,0.39
2496,0.91,1.13
2497,0.74,1.48
2498,0.83,0.48
2499,0.7,1.7
2500,0.7,0.0
2501,0.96,0.04
2502,0.83,0.35
2503,0.48,0.0
2504,0.87,0.04
2505,0.91,0.17
2506,0.78,1.35
2507,0.87,0.0
2508,0.7,0.91
2509,0.7,0.22
2510,0.96,0.0
2511,0.83,0.26
2512,0.96,1.09
2513,0.52,0.0
2514,0.96,1.35
2515,0.91,0.0
2516,0.57,0.13
2517,0.91,1.13
2518,0.87,0.0
2519,0.22,0.09
2520,0.65,0.0
2521,0.96,0.0
2522,0.74,0.0
2523,0.17,0.0
2524,1.0,0.04
2525,0.83,0.09
2526,0.83,0.04
2527,0.83,0.0
2528,0.96,0.0
2529,0.78,0.0
2530,0.26,1.09
2531,0.65,1.3
2532,0.83,1.48
2533,0.96,0.0
2534,0.7,0.48
2535,1.0,0.0
2536,0.78,1.04
2537,0.96,0.0
2538,0.96,1.48
2539,0.57,1.3
2540,0.57,1.3
2541,0.83,0.0
2542,0.65,0.39
2543,0.61,0.0
2544,0.22,0.7
2545,0.13,0.0
2546,0.74,0.0
2547,0.26,1.17
2548,0.35,0.0
2549,0.96,1.65
2550,0.22,0.0
2551,0.65,0.0
2552,0.78,0.57
2553,1.0,0.0
2554,0.91,0.0
2555,0.7,1.13
2556,0.96,0.04
2557,0.52,0.96
2558,0.74,0.91
2559,0.26,0.91
2560,0.7,0.0
2561,1.0,0.0
2562,0.3,0.0
2563,0.96,0.0
2564,0.96,0.48
2565,0.91,0.52
2566,0.83,0.0
2567,0.65,0.04
2568,0.96,0.57
2569,1.0,0.0
2570,0.39,0.96
2571,0.91,0.0
2572,0.78,0.0
2573,0.48,1.13
2574,0.65,1.17
2575,0.3,0.26
2576,0.87,0.0
2577,0.61,0.0
2578,0.83,0.0
2579,0.65,0.83
2580,0.57,0.74
2581,0.87,0.87
2582,0.09,1.3
2583,0.96,1.52
2584,0.83,1.04
2585,0.96,1.13
2586,0.74,1.39
2587,0.35,1.22
2588,0.74,1.39
2589,0.87,0.65
2590,0.52,0.0
2591,0.96,0.0
2592,0.87,0.87
2593,0.83,1.35
2594,0.91,1.26
2595,0.78,0.83
2596,0.91,1.39
2597,0.78,1.39
2598,0.96,0.39
2599,0.87,0.3
2600,1.0,0.0
2601,0.7,0.0
2602,0.83,0.35
2603,0.91,0.74
2604,0.96,0.48
2605,1.0,0.0
2606,0.91,0.0
2607,0.61,0.0
2608,0.78,0.91
2609,0.78,1.3
2610,0.26,0.0
2611,0.87,0.96
2612,0.13,0.0
2613,0.96,0.91
2614,,0.0
2615,,0.0
2616,1.0,1.0
2617,0.83,1.3
2618,0.91,1.22
2619,0.83,1.35
2620,0.74,0.0
2621,0.91,0.0
2622,0.83,1.22
2623,0.83,0.43
2624,1.0,0.96
2625,0.96,0.0
2626,0.96,1.43
2627,0.78,0.0
2628,0.87,0.52
2629,1.0,0.39
2630,1.0,0.0
2631,1.0,0.0
2632,1.0,0.91
2633,0.96,1.17
2634,0.91,1.09
2635,0.87,0.57
2636,,0.0
2637,0.21,0.0
2638,,0.0
2639,,0.0
2640,,0.0
2641,,0.0
2642,,0.0
2643,1.0,1.68
2644,1.0,0.0
2645,1.0,2.0
2646,0.95,0.53
2647,1.0,1.68
2648,0.84,0.0
2649,1.0,0.58
2650,0.95,0.95
2651,0.95,1.11
2652,1.0,0.0
2653,1.0,0.37
2654,0.63,1.16
2655,1.0,0.11
2656,1.0,0.05
2657,1.0,0.0
2658,0.95,1.63
2659,1.0,0.16
2660,,0.0
2661,,0.0
2662,,0.0
2663,,0.0
2664,,0.0
2665,,0.0
2666,,0.0
2667,,0.0
2668,,0.0
2669,,0.0
2670,1.0,0.63
2671,1.0,0.0
2672,0.74,0.0
2673,,0.0
2674,0.89,1.58
2675,0.95,0.0
2676,0.95,1.74
2677,0.95,0.79
2678,0.79,1.79
2679,1.0,1.37
2680,1.0,0.58
2681,0.63,1.89
2682,1.0,0.89
2683,1.0,0.53
2684,1.0,1.05
2685,0.74,2.05
2686,0.89,2.16
2687,1.0,1.37
